음식점 이름,음식점 카테고리,음식점 평점,음식점 주소,카페이름,카페주소,카페 평점,문화시설 이름,문화시설 주소,관광시설 이름,관광시설 주소,숙박업소 이름,숙박업소 카테고리,숙박업소 평점,숙박업소 주소
홍대 카레츠,일식,3.4061127,서울 마포구 서교동 476-32,포비 합정점,서울 마포구 합정동 426-18,3.6484494,G스페이스홀,서울 마포구 합정동 393-18,와우산,서울 마포구 창전동 3-243,나인브릭호텔,호텔,3.5676155,서울 마포구 서교동 354-10
카페나하,일식,3.4061127,서울 마포구 망원동 398-2,빌리프커피로스터스,서울 마포구 서교동 384-3,3.6484497,얼라이브홀,서울 마포구 서교동 401-6,홍대예술의거리,서울 마포구 서교동,롬바드하우스,게스트하우스,1.8029903,서울 마포구 서교동 466-6
진진,중식,3.5255842,서울 마포구 서교동 375-35,아이다호,서울 마포구 망원동 338-79,3.6484497,합정지구,서울 마포구 서교동 444-9,홍대예술의거리,서울 마포구 서교동,더휴식 아늑호텔 서울 홍대점,모텔,0.74276435,서울 마포구 서교동 351-29
,,,,커피폴리,서울 마포구 서교동 378-19,3.64845,성미산마을극장,서울 마포구 성산동 249-10,빚다도예공방 홍대점,서울 마포구 상수동 329-6,써클호텔 합정점,호텔,3.5676155,서울 마포구 합정동 382-17
고향집,한식,3.6021886,서울 마포구 망원동 414-20,로우머,서울 마포구 망원동 57-179,3.6484497,연남스페이스,서울 마포구 연남동 504-12,홍대예술의거리,서울 마포구 서교동,성산모텔,모텔,0.74276435,서울 마포구 성산동 632-6
,,,,퀜치커피,서울 마포구 서교동 480-12,3.6484494,스페이스브릭,서울 마포구 서교동 395-15,새터산,서울 마포구 성산동 산 37-1,캐슬모텔,모텔,0.74276435,서울 마포구 합정동 426-28
망원동 즉석우동 전문돈까스 본점,일식,3.4061127,서울 마포구 망원동 386-4,퀜치커피,서울 마포구 서교동 480-12,3.6484494,라디오가가,서울 마포구 서교동 384-12,와우산,서울 마포구 창전동 3-243,드림하우스게스트하우스,게스트하우스,1.8029903,서울 마포구 서교동 465-11
,,,,피오니 홍대점,서울 마포구 서교동 395-78,3.6484497,4233마음센터,서울 마포구 동교동 204-45,브라이트룸,서울 마포구 망원동 422-4,나인브릭호텔,호텔,3.5676155,서울 마포구 서교동 354-10
,,,,공상온도,서울 마포구 동교동 203-11,3.6484497,홍대앞,서울 마포구 서교동 395-13,박시환숲,서울 마포구 상암동 1535,애플게스트하우스,게스트하우스,1.8029903,서울 마포구 연남동 568-6
,,,,아틀리에크레타,서울 마포구 망원동 398-35,3.6484497,벨로주 망원,서울 마포구 망원동 422-27,홍대땡땡거리,서울 마포구 동교동 190-1,홀리데이인익스프레스 서울홍대,호텔,3.5676155,서울 마포구 동교동 192-45
크레이지카츠,일식,3.4061127,서울 마포구 합정동 391-5,딥블루레이크,서울 마포구 망원동 411-12,3.6484497,구름아래소극장,서울 마포구 서교동 337-11,박시환숲,서울 마포구 상암동 1535,성미모텔,모텔,0.74276435,서울 마포구 성산동 252-4
,,,,마핑파,서울 마포구 망원동 401-34,3.6484494,4233마음센터,서울 마포구 동교동 204-45,망리단길,서울 마포구 망원동,성미모텔,모텔,0.74276435,서울 마포구 성산동 252-4
육장,한식,3.6021886,서울 마포구 망원동 57-194,포비 합정점,서울 마포구 합정동 426-18,3.6484494,사월갤러리 홍대점,서울 마포구 성산동 210-1,평화의공원 난지연못,서울 마포구 성산동,성산모텔,모텔,0.74276435,서울 마포구 성산동 632-6
우동카덴 합정점,일식,3.4061127,서울 마포구 서교동 391-5,빌리프커피로스터스,서울 마포구 서교동 384-3,3.6484497,KT&G상상마당 홍대,서울 마포구 서교동 367-5,홍대예술의거리,서울 마포구 서교동,성미모텔,모텔,0.74276435,서울 마포구 성산동 252-4
진진,중식,3.5255842,서울 마포구 서교동 375-35,피피커피,서울 마포구 망원동 394-75,3.6484497,윤형빈소극장 홍대점,서울 마포구 서교동 364-31,홍대예술의거리 나들길,서울 마포구 창전동,나인브릭호텔,호텔,3.5676155,서울 마포구 서교동 354-10
크래버대게나라 마포점,한식,3.6021886,서울 마포구 서교동 476-19,피오니 홍대점,서울 마포구 서교동 395-78,3.6484497,홍대난타전용극장,서울 마포구 서교동 357-5,합마르뜨,서울 마포구 합정동 404,성산모텔,모텔,0.74276435,서울 마포구 성산동 632-6
,,,,카페꼼마 합정점,서울 마포구 합정동 441-35,3.6484497,신한카드 SOL페이 스퀘어,서울 마포구 서교동 490,서울명예도로 노벨길(경의선숲길 홍대입구역방면),서울 마포구 동교동 190-66,보보호텔,호텔,3.5676155,서울 마포구 서교동 373-1
가원,중식,3.5255842,서울 마포구 망원동 386-2,딥블루레이크,서울 마포구 망원동 411-12,3.6484497,얼라이브홀,서울 마포구 서교동 401-6,홍대벽화거리,서울 마포구 상수동 88-23,나루게스트하우스,게스트하우스,1.8029903,서울 마포구 서교동 395-149
,,,,소설원망원,서울 마포구 망원동 376-18,3.6484497,논스케일드갤러리&스튜디오,서울 마포구 합정동 427-4,정용화숲,서울 마포구 상암동 1535,롬바드하우스,게스트하우스,1.8029903,서울 마포구 서교동 466-6
스시나마,일식,3.4061127,서울 마포구 망원동 494,모멘트커피,서울 마포구 동교동 203-30,3.6484497,KT&G상상마당 라이브홀,서울 마포구 서교동 367-5,선유도공원 선유도전망대,서울 영등포구 당산동 1,성미모텔,모텔,0.74276435,서울 마포구 성산동 252-4
,,,,카페 하모니,서울 마포구 망원동 386-12,3.6484497,건담이지키는작업실,서울 마포구 서교동 352-19,스머프 매직 포레스트 홍대점,서울 마포구 동교동 170-12,성산모텔,모텔,0.74276435,서울 마포구 성산동 632-6
,,,,앤트러사이트 서교점,서울 마포구 서교동 475-22,3.6484494,베짱이홀,서울 마포구 상수동 313-3,선유도공원 시간의정원,서울 영등포구 당산동 1,드림하우스게스트하우스,게스트하우스,1.8029903,서울 마포구 서교동 465-11
최강금돈까스,일식,3.4061127,서울 마포구 합정동 388-15,카페꼼마 합정점,서울 마포구 합정동 441-35,3.6484497,WWWSPACE,서울 마포구 망원동 404-32,손나은숲,서울 마포구 상암동 1535,캐슬모텔,모텔,0.74276435,서울 마포구 합정동 426-28
소바식당 망원점,일식,3.4061127,서울 마포구 망원동 378-9,카페 하모니,서울 마포구 망원동 386-12,3.6484497,KT&G상상마당 홍대,서울 마포구 서교동 367-5,선유도공원 자생습초지,서울 영등포구 양화동 56,써클호텔 합정점,호텔,3.5676155,서울 마포구 합정동 382-17
,,,,밤부베이커리&브루잉,서울 마포구 합정동 386-11,3.6484497,벨로주 홍대,서울 마포구 서교동 372-6,새터산,서울 마포구 성산동 산 37-1,이강가,게스트하우스,1.8029903,서울 마포구 성산동 39-14
크래버대게나라 마포점,한식,3.6021886,서울 마포구 서교동 476-19,포비 합정점,서울 마포구 합정동 426-18,3.6484494,얼라이브홀,서울 마포구 서교동 401-6,선유도공원 온실,서울 영등포구 당산동 1,앨비어러스,호텔,3.5676155,서울 마포구 망원동 405-27
진진,중식,3.5255842,서울 마포구 서교동 375-35,943킹스크로스,서울 마포구 서교동 369-1,3.6484497,토마토홀,서울 마포구 합정동 379-5,새터산,서울 마포구 성산동 산 37-1,나루게스트하우스,게스트하우스,1.8029903,서울 마포구 서교동 395-149
청어람 망원점,한식,3.6021886,서울 마포구 망원동 482-3,카페밤비 2호점,서울 마포구 망원동 57-498,3.6484497,합정지구,서울 마포구 서교동 444-9,홍대예술의거리 나들길,서울 마포구 창전동,DW디자인레지던스,게스트하우스,1.8029903,서울 마포구 동교동 203-47
소바식당 망원점,일식,3.4061127,서울 마포구 망원동 378-9,포비 합정점,서울 마포구 합정동 426-18,3.6484494,WWWSPACE,서울 마포구 망원동 404-32,홍대패션거리,서울 마포구 서교동 348-78,보보호텔,호텔,3.5676155,서울 마포구 서교동 373-1
가원,중식,3.5255842,서울 마포구 망원동 386-2,비바살롱,서울 마포구 망원동 400-8,3.64845,H스테이지,서울 마포구 서교동 344-12,홍대예술의거리,서울 마포구 서교동,성미모텔,모텔,0.74276435,서울 마포구 성산동 252-4
담택,일식,3.4061127,서울 마포구 서교동 381-22,포비 합정점,서울 마포구 합정동 426-18,3.6484494,제이엘씨어터,서울 마포구 서교동 358-116,서울도보관광코스 한강~절두산코스,서울 마포구 합정동,미성장모텔,모텔,0.74276435,서울 마포구 동교동 154-21
,,,,키쉬미뇽,서울 마포구 서교동 394-16,3.6484497,아트스페이스 합정,서울 마포구 합정동 394-7,합마르뜨,서울 마포구 합정동 404,나인브릭호텔,호텔,3.5676155,서울 마포구 서교동 354-10
,,,,테라로사 홍대서교점,서울 마포구 서교동 460-25,3.64845,연남스페이스,서울 마포구 연남동 504-12,합마르뜨,서울 마포구 합정동 404,홀리데이인익스프레스 서울홍대,호텔,3.5676155,서울 마포구 동교동 192-45
망원시장손칼국수,한식,3.6021886,서울 마포구 망원동 414-26,모아새,서울 마포구 망원동 395-17,3.6484494,합정지구,서울 마포구 서교동 444-9,새터산,서울 마포구 성산동 산 37-1,홀리데이인익스프레스 서울홍대,호텔,3.5676155,서울 마포구 동교동 192-45
,,,,로우머,서울 마포구 망원동 57-179,3.6484497,서교스퀘어,서울 마포구 서교동 494,홍대축제거리,서울 마포구 서교동 365-28,코코아게스트하우스,게스트하우스,1.8029903,서울 마포구 서교동 409-19
합정고깃집,한식,3.6021886,서울 마포구 합정동 392-3,앤트러사이트 서교점,서울 마포구 서교동 475-22,3.6484494,서교스퀘어,서울 마포구 서교동 494,서울명예도로 노벨길(경의선숲길 연남동방면),서울 마포구 동교동 172-6,앰배서더호텔 머큐어 서울홍대,호텔,3.5676155,서울 마포구 동교동 162-5
가원,중식,3.5255842,서울 마포구 망원동 386-2,더블하모니,서울 마포구 서교동 479-6,3.6484494,H스테이지,서울 마포구 서교동 344-12,서울명예도로 노벨길(경의선숲길 홍대입구역방면),서울 마포구 동교동 190-66,코코아게스트하우스,게스트하우스,1.8029903,서울 마포구 서교동 409-19
육장,한식,3.6021886,서울 마포구 망원동 57-194,광합성카페,서울 마포구 망원동 57-36,3.6484497,건담이지키는작업실,서울 마포구 서교동 352-19,선유도공원 선유도전망대,서울 영등포구 당산동 1,집게스트하우스,게스트하우스,1.8029903,서울 마포구 합정동 366-37
망원시장손칼국수,한식,3.6021886,서울 마포구 망원동 414-26,로우머,서울 마포구 망원동 57-179,3.6484497,롤링홀,서울 마포구 서교동 402-22,홍대클럽거리,서울 마포구 서교동 361-12,코코아게스트하우스,게스트하우스,1.8029903,서울 마포구 서교동 409-19
,,,,당인리책발전소,서울 마포구 서교동 475-26,3.6484497,KT&G상상마당 홍대,서울 마포구 서교동 367-5,홍대클럽거리,서울 마포구 서교동 361-12,DW디자인레지던스,게스트하우스,1.8029903,서울 마포구 동교동 203-47
이치젠,일식,3.4061127,서울 마포구 망원동 415-31,카페톤,서울 마포구 성산동 254-18,3.6484497,컬렉션 컴플릿,서울 마포구 서교동 468-22,스머프 매직 포레스트 홍대점,서울 마포구 동교동 170-12,미성장모텔,모텔,0.74276435,서울 마포구 동교동 154-21
,,,,비트포비아 홍대던전점,서울 마포구 서교동 396-46,3.6484497,연남스페이스,서울 마포구 연남동 504-12,선유도공원 자생습초지,서울 영등포구 양화동 56,라이즈 오토그래프 컬렉션,호텔,3.5676155,서울 마포구 서교동 354-5
,,,,카페꼼마 합정점,서울 마포구 합정동 441-35,3.6484497,토마토홀,서울 마포구 합정동 379-5,선유도공원 자생습초지,서울 영등포구 양화동 56,코코아게스트하우스,게스트하우스,1.8029903,서울 마포구 서교동 409-19
,,,,스트라다로스터스,서울 마포구 합정동 473,3.64845,스페이스소,서울 마포구 서교동 458-18,성산,서울 마포구 성산동,앨비어러스,호텔,3.5676155,서울 마포구 망원동 405-27
가원,중식,3.5255842,서울 마포구 망원동 386-2,디벙크,서울 마포구 합정동 366-1,3.64845,전쟁과여성인권박물관,서울 마포구 성산동 39-13,홍대걷고싶은거리,서울 마포구 서교동 348-40,성미모텔,모텔,0.74276435,서울 마포구 성산동 252-4
,,,,망원동티라미수 본점(휴업중),서울 마포구 망원동 399-36,3.6484497,가온스테이지,서울 마포구 서교동 377-3,선유도공원 온실,서울 영등포구 당산동 1,써클호텔 합정점,호텔,3.5676155,서울 마포구 합정동 382-17
만나식당,한식,3.6021886,서울 마포구 성산동 260-14,비트포비아 홍대던전점,서울 마포구 서교동 396-46,3.6484497,롤러코스터,서울 마포구 서교동 446-60,선유도공원 시간의정원,서울 영등포구 당산동 1,하디게스트하우스,게스트하우스,1.8029902,서울 마포구 합정동 411-5
카와카츠 본점,일식,3.4061127,서울 마포구 서교동 465-1,이미커피,서울 마포구 동교동 201-10,3.6484494,프리즘홀,서울 마포구 서교동 395-152,스머프 매직 포레스트 홍대점,서울 마포구 동교동 170-12,라이즈 오토그래프 컬렉션,호텔,3.5676155,서울 마포구 서교동 354-5
,,,,아이다호,서울 마포구 망원동 338-79,3.6484497,서교스퀘어,서울 마포구 서교동 494,선유도공원 온실,서울 영등포구 당산동 1,성산모텔,모텔,0.74276435,서울 마포구 성산동 632-6
가원,중식,3.5255842,서울 마포구 망원동 386-2,망원동티라미수 본점(휴업중),서울 마포구 망원동 399-36,3.6484497,전쟁과여성인권박물관,서울 마포구 성산동 39-13,와우산,서울 마포구 창전동 3-243,드림하우스게스트하우스,게스트하우스,1.8029903,서울 마포구 서교동 465-11
,,,,피피커피,서울 마포구 망원동 394-75,3.6484497,KT&G상상마당 홍대,서울 마포구 서교동 367-5,서울명예도로 노벨길(경의선숲길 홍대입구역방면),서울 마포구 동교동 190-66,써클호텔 합정점,호텔,3.5676155,서울 마포구 합정동 382-17
진진,중식,3.5255842,서울 마포구 서교동 375-35,당인리책발전소,서울 마포구 서교동 475-26,3.6484497,베짱이홀,서울 마포구 상수동 313-3,홍대걷고싶은거리,서울 마포구 서교동 348-40,앰배서더호텔 머큐어 서울홍대,호텔,3.5676155,서울 마포구 동교동 162-5
합정고깃집,한식,3.6021886,서울 마포구 합정동 392-3,소설원망원,서울 마포구 망원동 376-18,3.6484497,롤링홀,서울 마포구 서교동 402-22,빚다도예공방 홍대점,서울 마포구 상수동 329-6,홀리데이인익스프레스 서울홍대,호텔,3.5676155,서울 마포구 동교동 192-45
합정고깃집,한식,3.6021886,서울 마포구 합정동 392-3,밤부베이커리&브루잉,서울 마포구 합정동 386-11,3.6484497,KT&G상상마당 라이브홀,서울 마포구 서교동 367-5,브라이트룸,서울 마포구 망원동 422-4,스티치스게스트하우스,게스트하우스,1.8029903,서울 마포구 합정동 391-6
,,,,스트라다로스터스,서울 마포구 합정동 473,3.64845,롤링홀,서울 마포구 서교동 402-22,서울명예도로 노벨길(경의선숲길 홍대입구역방면),서울 마포구 동교동 190-66,코코아게스트하우스,게스트하우스,1.8029903,서울 마포구 서교동 409-19
헤키,일식,3.4061127,서울 마포구 망원동 379-25,아이다호,서울 마포구 망원동 338-79,3.6484497,러브뮤지엄,서울 마포구 서교동 357-1,홍대예술의거리 나들길,서울 마포구 창전동,롬바드하우스,게스트하우스,1.8029903,서울 마포구 서교동 466-6
,,,,디벙크,서울 마포구 합정동 366-1,3.64845,스페이스소,서울 마포구 서교동 458-18,홍대예술의거리,서울 마포구 서교동,홀리데이인익스프레스 서울홍대,호텔,3.5676155,서울 마포구 동교동 192-45
,,,,딥블루레이크,서울 마포구 망원동 411-12,3.6484497,메타코미디클럽 홍대,서울 마포구 서교동 361-18,홍대패션거리,서울 마포구 서교동 348-78,미성장모텔,모텔,0.74276435,서울 마포구 동교동 154-21
,,,,라뚜셩트베이커리,서울 마포구 망원동 411-8,3.6484494,KT&G상상마당 홍대,서울 마포구 서교동 367-5,선유도공원 온실,서울 영등포구 당산동 1,나인브릭호텔,호텔,3.5676155,서울 마포구 서교동 354-10
,,,,이미커피,서울 마포구 동교동 201-10,3.6484494,KT&G상상마당 라이브홀,서울 마포구 서교동 367-5,홍대패션거리,서울 마포구 서교동 348-78,아만티호텔서울,호텔,3.5676155,서울 마포구 서교동 447-1
크래버대게나라 마포점,한식,3.6021886,서울 마포구 서교동 476-19,스타벅스 망원역점,서울 마포구 서교동 475-13,3.6484494,롤러코스터,서울 마포구 서교동 446-60,손나은숲,서울 마포구 상암동 1535,DW디자인레지던스,게스트하우스,1.8029903,서울 마포구 동교동 203-47
진진,중식,3.5255842,서울 마포구 서교동 375-35,아이다호,서울 마포구 망원동 338-79,3.6484497,플렉스라운지,서울 마포구 서교동 372-5,망원 초록길,서울 마포구 망원동 218-7,주니비노호텔,호텔,3.5676155,서울 마포구 합정동 379-4
우동카덴 합정점,일식,3.4061127,서울 마포구 서교동 391-5,다다랩,서울 마포구 망원동 376-9,3.6484497,벨로주 홍대,서울 마포구 서교동 372-6,서울도보관광코스 한강~절두산코스,서울 마포구 합정동,나루게스트하우스,게스트하우스,1.8029903,서울 마포구 서교동 395-149
,,,,로우머,서울 마포구 망원동 57-179,3.6484497,제이엘씨어터,서울 마포구 서교동 358-116,평화의공원 난지연못,서울 마포구 성산동,집게스트하우스,게스트하우스,1.8029903,서울 마포구 합정동 366-37
카페나하,일식,3.4061127,서울 마포구 망원동 398-2,비트포비아 홍대던전점,서울 마포구 서교동 396-46,3.6484497,벨로주 망원,서울 마포구 망원동 422-27,망리단길,서울 마포구 망원동,성산모텔,모텔,0.74276435,서울 마포구 성산동 632-6
순대일번지,한식,3.6021886,서울 마포구 망원동 481-5,카페톤,서울 마포구 성산동 254-18,3.6484497,라이브앤라우드,서울 마포구 동교동 200-31,홍대예술의거리,서울 마포구 서교동,로컬스티치 크리에이터타운 서교,호텔,3.5676155,서울 마포구 서교동 460-25
가원,중식,3.5255842,서울 마포구 망원동 386-2,스타벅스 망원역점,서울 마포구 서교동 475-13,3.6484494,라이브앤라우드,서울 마포구 동교동 200-31,박시환숲,서울 마포구 상암동 1535,롬바드하우스,게스트하우스,1.8029903,서울 마포구 서교동 466-6
가원,중식,3.5255842,서울 마포구 망원동 386-2,키쉬미뇽,서울 마포구 서교동 394-16,3.6484497,KT&G상상마당 홍대,서울 마포구 서교동 367-5,홍대예술의거리 나들길,서울 마포구 창전동,아만티호텔서울,호텔,3.5676155,서울 마포구 서교동 447-1
,,,,피오니 홍대점,서울 마포구 서교동 395-78,3.6484497,베짱이홀,서울 마포구 상수동 313-3,스머프 매직 포레스트 홍대점,서울 마포구 동교동 170-12,로컬스티치 크리에이터타운 서교,호텔,3.5676155,서울 마포구 서교동 460-25
담택,일식,3.4061127,서울 마포구 서교동 381-22,밤부베이커리&브루잉,서울 마포구 합정동 386-11,3.6484497,공공일클럽,서울 마포구 서교동 360-18,홍대벽화거리,서울 마포구 상수동 88-23,나루게스트하우스,게스트하우스,1.8029903,서울 마포구 서교동 395-149
,,,,퀜치커피,서울 마포구 서교동 480-12,3.6484494,벨로주 망원,서울 마포구 망원동 422-27,선유도공원 자생습초지,서울 영등포구 양화동 56,성산모텔,모텔,0.74276435,서울 마포구 성산동 632-6
가원,중식,3.5255842,서울 마포구 망원동 386-2,카페꼼마 합정점,서울 마포구 합정동 441-35,3.6484497,신한카드 SOL페이 스퀘어,서울 마포구 서교동 490,손나은숲,서울 마포구 상암동 1535,앰배서더호텔 머큐어 서울홍대,호텔,3.5676155,서울 마포구 동교동 162-5
가원,중식,3.5255842,서울 마포구 망원동 386-2,더블하모니,서울 마포구 서교동 479-6,3.6484494,합정지구,서울 마포구 서교동 444-9,평화의공원 난지연못,서울 마포구 성산동,성미모텔,모텔,0.74276435,서울 마포구 성산동 252-4
,,,,이미커피,서울 마포구 동교동 201-10,3.6484494,띠아트,서울 마포구 서교동 358-121,홍대패션거리,서울 마포구 서교동 348-78,앨비어러스,호텔,3.5676155,서울 마포구 망원동 405-27
우리바다수산,한식,3.6021886,서울 마포구 성산동 649-5,밤부베이커리&브루잉,서울 마포구 합정동 386-11,3.6484497,전쟁과여성인권박물관,서울 마포구 성산동 39-13,선유도공원 선유도전망대,서울 영등포구 당산동 1,로컬스티치 크리에이터타운 서교,호텔,3.5676155,서울 마포구 서교동 460-25
