음식점 이름,음식점 카테고리,음식점 평점,음식점 주소,카페이름,카페주소,카페 평점,문화시설 이름,문화시설 주소,관광시설 이름,관광시설 주소,숙박업소 이름,숙박업소 카테고리,숙박업소 평점,숙박업소 주소
피자네버슬립스 합정상수점,양식,3.005404,서울 마포구 서교동 400-13,앤트러사이트 합정점,서울 마포구 합정동 357-6,3.778359,아트스페이스 합정,서울 마포구 합정동 394-7,서울도보관광코스 한강~절두산코스,서울 마포구 합정동,벙크게스트하우스,게스트하우스,2.0315037,서울 마포구 서교동 334-34
각시보쌈,한식,3.84411,서울 마포구 합정동 372-27,새검정,서울 마포구 합정동 366-3,3.7783592,인사갤러리,서울 마포구 서교동 490,소녀시대숲,서울 영등포구 여의도동 82-9,로컬스티치 크리에이터타운 서교,호텔,3.8043065,서울 마포구 서교동 460-25
테이스티버거,양식,3.0054045,서울 마포구 상수동 317-2,퍼셉션 (Perception),서울 마포구 합정동 355-2,3.7783592,띠아트,서울 마포구 서교동 358-121,망원 초록길,서울 마포구 망원동 218-7,로컬스티치 크리에이터타운 서교,호텔,3.8043065,서울 마포구 서교동 460-25
합정고깃집,한식,3.84411,서울 마포구 합정동 392-3,비트포비아 홍대던전점,서울 마포구 서교동 396-46,3.7783592,KT&G상상마당 라이브홀,서울 마포구 서교동 367-5,선유도공원 온실,서울 영등포구 당산동 1,캐슬모텔,모텔,0.5597498,서울 마포구 합정동 426-28
몰토베네,양식,3.005404,서울 마포구 합정동 361-20,산리오러버스클럽,서울 마포구 서교동 364-14,3.7783592,KT&G상상마당 홍대,서울 마포구 서교동 367-5,밤섬,서울 영등포구 여의도동 84-3,앨비어러스,호텔,3.8043065,서울 마포구 망원동 405-27
카와카츠 본점,일식,3.2834792,서울 마포구 서교동 465-1,943킹스크로스,서울 마포구 서교동 369-1,3.7783592,윤형빈소극장 홍대점,서울 마포구 서교동 364-31,와우산,서울 마포구 창전동 3-243,주니비노호텔,호텔,3.8043065,서울 마포구 합정동 379-4
카와카츠 본점,일식,3.2834792,서울 마포구 서교동 465-1,카페 지금여기,서울 마포구 서교동 369-42,3.778359,윤형빈소극장 홍대점,서울 마포구 서교동 364-31,빚다도예공방 홍대점,서울 마포구 상수동 329-6,성산모텔,모텔,0.5597498,서울 마포구 성산동 632-6
,,,,키쉬미뇽,서울 마포구 서교동 394-16,3.7783592,홍대난타전용극장,서울 마포구 서교동 357-5,선유도 공원 수생식물원,서울 영등포구 당산동 1,롬바드하우스,게스트하우스,2.0315037,서울 마포구 서교동 466-6
피자네버슬립스 합정상수점,양식,3.005404,서울 마포구 서교동 400-13,무대륙,서울 마포구 합정동 357-7,3.778359,얼라이브홀,서울 마포구 서교동 401-6,선유도 공원 수생식물원,서울 영등포구 당산동 1,성미모텔,모텔,0.5597498,서울 마포구 성산동 252-4
최강금돈까스,일식,3.2834792,서울 마포구 합정동 388-15,무대륙,서울 마포구 합정동 357-7,3.778359,폼텍웍스홀,서울 마포구 서교동 395-174,선유도공원 시간의정원,서울 영등포구 당산동 1,성미모텔,모텔,0.5597498,서울 마포구 성산동 252-4
짬뽕지존 홍대점,중식,3.5035152,서울 마포구 서교동 408-27,빈브라더스 합정,서울 마포구 합정동 368-3,3.7783592,합정지구,서울 마포구 서교동 444-9,망원 초록길,서울 마포구 망원동 218-7,더휴식 아늑호텔 서울 홍대점,모텔,0.5597498,서울 마포구 서교동 351-29
비스트로사랑방,양식,3.005404,서울 마포구 서교동 408-25,무대륙,서울 마포구 합정동 357-7,3.778359,한국기독교선교기념관,서울 마포구 합정동 144,여의서로,서울 영등포구 여의도동,집게스트하우스,게스트하우스,2.0315037,서울 마포구 합정동 366-37
빠넬로,양식,3.005404,서울 마포구 서교동 400-22,키쉬미뇽,서울 마포구 서교동 394-16,3.7783592,얼라이브홀,서울 마포구 서교동 401-6,서울명예도로 노벨길(경의선숲길 연남동방면),서울 마포구 동교동 172-6,하디게스트하우스,게스트하우스,2.0315037,서울 마포구 합정동 411-5
대포막창,한식,3.84411,서울 마포구 서교동 396-58,밤부베이커리&브루잉,서울 마포구 합정동 386-11,3.7783592,벨로주 홍대,서울 마포구 서교동 372-6,홍대축제거리,서울 마포구 서교동 365-28,로컬스티치 크리에이터타운 서교,호텔,3.8043065,서울 마포구 서교동 460-25
스파카나폴리,양식,3.005404,서울 마포구 합정동 413-2,비하인드,서울 마포구 서교동 404-26,3.7783592,구름아래소극장,서울 마포구 서교동 337-11,선유도공원 시간의정원,서울 영등포구 당산동 1,준게스트하우스,게스트하우스,2.0315037,서울 마포구 서교동 335-36
합정옥,한식,3.84411,서울 마포구 합정동 392-3,민트하임,서울 마포구 서교동 366-28,3.778359,KT&G상상마당 홍대,서울 마포구 서교동 367-5,여의서로,서울 영등포구 여의도동,캐슬모텔,모텔,0.5597498,서울 마포구 합정동 426-28
진진,중식,3.5035152,서울 마포구 서교동 375-35,카페보니,서울 마포구 합정동 363-29,3.7783592,구름아래소극장,서울 마포구 서교동 337-11,여의서로,서울 영등포구 여의도동,DW디자인레지던스,게스트하우스,2.0315037,서울 마포구 동교동 203-47
당인동국수공장,한식,3.84411,서울 마포구 당인동 25-9,포비 합정점,서울 마포구 합정동 426-18,3.778359,서교스퀘어,서울 마포구 서교동 494,샤이니숲,서울 영등포구 여의도동 82-9,하디게스트하우스,게스트하우스,2.0315037,서울 마포구 합정동 411-5
칸다소바 홍대점,일식,3.2834792,서울 마포구 상수동 91-3,새검정,서울 마포구 합정동 366-3,3.7783592,롤링홀,서울 마포구 서교동 402-22,와우산,서울 마포구 창전동 3-243,나인브릭호텔,호텔,3.8043065,서울 마포구 서교동 354-10
크레이지카츠,일식,3.2834792,서울 마포구 합정동 391-5,라뽀즈,서울 마포구 합정동 412-2,3.7783592,인사갤러리,서울 마포구 서교동 490,밤섬,서울 영등포구 여의도동 84-3,드림하우스게스트하우스,게스트하우스,2.0315037,서울 마포구 서교동 465-11
,,,,레드플랜트,서울 마포구 서교동 392-15,3.7783592,띠아트,서울 마포구 서교동 358-121,선유도공원 선유도전망대,서울 영등포구 당산동 1,성산모텔,모텔,0.5597498,서울 마포구 성산동 632-6
스케줄 합정,양식,3.005404,서울 마포구 서교동 394-17,스탠스커피,서울 마포구 상수동 93-111,3.7783592,한국천주교순교자박물관,서울 마포구 합정동 96-1,서문벚꽃길,서울 영등포구 여의도동 1,나인브릭호텔,호텔,3.8043065,서울 마포구 서교동 354-10
진진,중식,3.5035152,서울 마포구 서교동 375-35,커피폴리,서울 마포구 서교동 378-19,3.7783592,합정지구,서울 마포구 서교동 444-9,홍대땡땡거리,서울 마포구 동교동 190-1,아만티호텔서울,호텔,3.8043065,서울 마포구 서교동 447-1
홍대 조선시대,한식,3.84411,서울 마포구 서교동 369-4,레드플랜트,서울 마포구 서교동 392-15,3.7783592,스페이스브릭,서울 마포구 서교동 395-15,서울명예도로 노벨길(경의선숲길 홍대입구역방면),서울 마포구 동교동 190-66,더휴식 아늑호텔 서울 홍대점,모텔,0.5597498,서울 마포구 서교동 351-29
진진,중식,3.5035152,서울 마포구 서교동 375-35,라뽀즈,서울 마포구 합정동 412-2,3.7783592,서교스퀘어,서울 마포구 서교동 494,서울도보관광코스 한강~절두산코스,서울 마포구 합정동,앨비어러스,호텔,3.8043065,서울 마포구 망원동 405-27
마포오리농장,한식,3.84411,서울 마포구 서교동 394-46,스타벅스 합정메세나몰점,서울 마포구 서교동 490,3.7783592,제이엘씨어터,서울 마포구 서교동 358-116,동방신기숲,서울 영등포구 여의도동 82-9,더휴식 아늑호텔 서울 홍대점,모텔,0.5597498,서울 마포구 서교동 351-29
맛이차이나,중식,3.5035152,서울 마포구 상수동 321-1,저스티나,서울 마포구 합정동 379-4,3.7783592,신한카드 SOL페이 스퀘어,서울 마포구 서교동 490,성산,서울 마포구 성산동,캐슬모텔,모텔,0.5597498,서울 마포구 합정동 426-28
최강금돈까스,일식,3.2834792,서울 마포구 합정동 388-15,카페 지금여기,서울 마포구 서교동 369-42,3.778359,메타코미디클럽 홍대,서울 마포구 서교동 361-18,홍대걷고싶은거리,서울 마포구 서교동 348-40,L7 홍대,호텔,3.8043065,서울 마포구 동교동 160-5
칸다소바 홍대점,일식,3.2834792,서울 마포구 상수동 91-3,앤트러사이트 서교점,서울 마포구 서교동 475-22,3.778359,서울생활문화센터 서교스퀘어,서울 마포구 서교동 494,인피니트숲,서울 영등포구 여의도동,스티치스게스트하우스,게스트하우스,2.0315037,서울 마포구 합정동 391-6
맛이차이나,중식,3.5035152,서울 마포구 상수동 321-1,앤트러사이트 서교점,서울 마포구 서교동 475-22,3.778359,폼텍웍스홀,서울 마포구 서교동 395-174,홍대예술의거리 나들길,서울 마포구 창전동,미성장모텔,모텔,0.5597498,서울 마포구 동교동 154-21
스케줄 합정,양식,3.005404,서울 마포구 서교동 394-17,키쉬미뇽,서울 마포구 서교동 394-16,3.7783592,얼라이브홀,서울 마포구 서교동 401-6,인피니트숲,서울 영등포구 여의도동,하디게스트하우스,게스트하우스,2.0315037,서울 마포구 합정동 411-5
홍대 조선시대,한식,3.84411,서울 마포구 서교동 369-4,키쉬미뇽,서울 마포구 서교동 394-16,3.7783592,H스테이지,서울 마포구 서교동 344-12,성산,서울 마포구 성산동,집게스트하우스,게스트하우스,2.0315037,서울 마포구 합정동 366-37
,,,,비트포비아 홍대던전점,서울 마포구 서교동 396-46,3.7783592,KT&G상상마당 라이브홀,서울 마포구 서교동 367-5,선유도공원 선유도전망대,서울 영등포구 당산동 1,성산모텔,모텔,0.5597498,서울 마포구 성산동 632-6
,,,,스타벅스 합정메세나몰점,서울 마포구 서교동 490,3.7783592,DSM스퀘어아트홀,서울 마포구 서교동 395-181,소녀시대숲,서울 영등포구 여의도동 82-9,더휴식 아늑호텔 서울 홍대점,모텔,0.5597498,서울 마포구 서교동 351-29
진진,중식,3.5035152,서울 마포구 서교동 375-35,포비 합정점,서울 마포구 합정동 426-18,3.778359,스페이스브릭,서울 마포구 서교동 395-15,동방신기숲,서울 영등포구 여의도동 82-9,주니비노호텔,호텔,3.8043065,서울 마포구 합정동 379-4
,,,,당인리책발전소,서울 마포구 서교동 475-26,3.7783592,벨로주 홍대,서울 마포구 서교동 372-6,홍대땡땡거리,서울 마포구 동교동 190-1,미성장모텔,모텔,0.5597498,서울 마포구 동교동 154-21
홍대 조선시대,한식,3.84411,서울 마포구 서교동 369-4,스탠스커피,서울 마포구 상수동 93-111,3.7783592,전쟁과여성인권박물관,서울 마포구 성산동 39-13,망원 초록길,서울 마포구 망원동 218-7,홀리데이인익스프레스 서울홍대,호텔,3.8043065,서울 마포구 동교동 192-45
오레노라멘 합정본점,일식,3.2834792,서울 마포구 합정동 361-1,그레이랩,서울 마포구 합정동 367-9,3.7783592,공공일클럽,서울 마포구 서교동 360-18,홍대벽화거리,서울 마포구 상수동 88-23,성미모텔,모텔,0.5597498,서울 마포구 성산동 252-4
이치류 홍대본점,한식,3.84411,서울 마포구 서교동 395-124,산리오러버스클럽,서울 마포구 서교동 364-14,3.7783592,홍대난타전용극장,서울 마포구 서교동 357-5,망원 초록길,서울 마포구 망원동 218-7,드림하우스게스트하우스,게스트하우스,2.0315037,서울 마포구 서교동 465-11
우와 홍대본점,일식,3.2834792,서울 마포구 서교동 364-10,라뽀즈,서울 마포구 합정동 412-2,3.7783592,공공일클럽,서울 마포구 서교동 360-18,샤이니숲,서울 영등포구 여의도동 82-9,해피트리 게스트하우스,게스트하우스,2.0315037,서울 마포구 서교동 335-23
스파카나폴리,양식,3.005404,서울 마포구 합정동 413-2,레드플랜트,서울 마포구 서교동 392-15,3.7783592,제이엘씨어터,서울 마포구 서교동 358-116,와우산,서울 마포구 창전동 3-243,앰배서더호텔 머큐어 서울홍대,호텔,3.8043065,서울 마포구 동교동 162-5
,,,,피오니 홍대점,서울 마포구 서교동 395-78,3.7783592,토마토홀,서울 마포구 합정동 379-5,홍대예술의거리 나들길,서울 마포구 창전동,써클호텔 합정점,호텔,3.8043065,서울 마포구 합정동 382-17
신김치생삼겹살,한식,3.84411,서울 마포구 합정동 414-1,제비다방,서울 마포구 상수동 330-12,3.7783592,라디오가가,서울 마포구 서교동 384-12,홍대패션거리,서울 마포구 서교동 348-78,미스홍대게스트하우스,게스트하우스,2.0315037,서울 마포구 서교동 358-135
,,,,스타벅스 합정메세나몰점,서울 마포구 서교동 490,3.7783592,홍대앞,서울 마포구 서교동 395-13,서문벚꽃길,서울 영등포구 여의도동 1,하디게스트하우스,게스트하우스,2.0315037,서울 마포구 합정동 411-5
빠넬로,양식,3.005404,서울 마포구 서교동 400-22,새검정,서울 마포구 합정동 366-3,3.7783592,서울생활문화센터 서교스퀘어,서울 마포구 서교동 494,선유도공원 시간의정원,서울 영등포구 당산동 1,성미모텔,모텔,0.5597498,서울 마포구 성산동 252-4
칸다소바 홍대점,일식,3.2834792,서울 마포구 상수동 91-3,그레이랩,서울 마포구 합정동 367-9,3.7783592,벨로주 홍대,서울 마포구 서교동 372-6,선유도공원 온실,서울 영등포구 당산동 1,벙크게스트하우스,게스트하우스,2.0315037,서울 마포구 서교동 334-34
짬뽕지존 홍대점,중식,3.5035152,서울 마포구 서교동 408-27,레드플랜트,서울 마포구 서교동 392-15,3.7783592,가온스테이지,서울 마포구 서교동 377-3,서울명예도로 노벨길(경의선숲길 홍대입구역방면),서울 마포구 동교동 190-66,나루게스트하우스,게스트하우스,2.0315037,서울 마포구 서교동 395-149
짬뽕지존 홍대점,중식,3.5035152,서울 마포구 서교동 408-27,서울이스케이프룸 홍대2호점,서울 마포구 서교동 410-9,3.7783592,공공일클럽,서울 마포구 서교동 360-18,브라이트룸,서울 마포구 망원동 422-4,성미모텔,모텔,0.5597498,서울 마포구 성산동 252-4
,,,,비밀의화원 미드나잇점,서울 마포구 서교동 400-3,3.7783592,제이엘씨어터,서울 마포구 서교동 358-116,성산,서울 마포구 성산동,성미모텔,모텔,0.5597498,서울 마포구 성산동 252-4
옥동식 서교점,한식,3.84411,서울 마포구 서교동 385-6,저스티나,서울 마포구 합정동 379-4,3.7783592,얼라이브홀,서울 마포구 서교동 401-6,망원 초록길,서울 마포구 망원동 218-7,성미모텔,모텔,0.5597498,서울 마포구 성산동 252-4
,,,,서울이스케이프룸 홍대2호점,서울 마포구 서교동 410-9,3.7783592,라디오가가,서울 마포구 서교동 384-12,망리단길,서울 마포구 망원동,성미모텔,모텔,0.5597498,서울 마포구 성산동 252-4
테이스티버거,양식,3.0054045,서울 마포구 상수동 317-2,빌리프커피로스터스,서울 마포구 서교동 384-3,3.7783592,가온스테이지,서울 마포구 서교동 377-3,스머프 매직 포레스트 홍대점,서울 마포구 동교동 170-12,코코아게스트하우스,게스트하우스,2.0315037,서울 마포구 서교동 409-19
진진,중식,3.5035152,서울 마포구 서교동 375-35,당인리책발전소,서울 마포구 서교동 475-26,3.7783592,양화진홀 전시관,서울 마포구 합정동 142-1,서울명예도로 노벨길(경의선숲길 연남동방면),서울 마포구 동교동 172-6,앰배서더호텔 머큐어 서울홍대,호텔,3.8043065,서울 마포구 동교동 162-5
우동카덴 합정점,일식,3.2834792,서울 마포구 서교동 391-5,그레이랩,서울 마포구 합정동 367-9,3.7783592,라디오가가,서울 마포구 서교동 384-12,홍대벽화거리,서울 마포구 상수동 88-23,하디게스트하우스,게스트하우스,2.0315037,서울 마포구 합정동 411-5
테이스티버거,양식,3.0054045,서울 마포구 상수동 317-2,앤트러사이트 서교점,서울 마포구 서교동 475-22,3.778359,KT&G상상마당 홍대,서울 마포구 서교동 367-5,서울명예도로 노벨길(경의선숲길 홍대입구역방면),서울 마포구 동교동 190-66,홍대스타일게스트하우스,게스트하우스,2.0315037,서울 마포구 동교동 203-29
진진,중식,3.5035152,서울 마포구 서교동 375-35,스타벅스 합정메세나몰점,서울 마포구 서교동 490,3.7783592,롤러코스터,서울 마포구 서교동 446-60,성산,서울 마포구 성산동,앰배서더호텔 머큐어 서울홍대,호텔,3.8043065,서울 마포구 동교동 162-5
오레노라멘 합정본점,일식,3.2834792,서울 마포구 합정동 361-1,새검정,서울 마포구 합정동 366-3,3.7783592,베짱이홀,서울 마포구 상수동 313-3,빚다도예공방 홍대점,서울 마포구 상수동 329-6,미성장모텔,모텔,0.5597498,서울 마포구 동교동 154-21
옥동식 서교점,한식,3.84411,서울 마포구 서교동 385-6,밤부베이커리&브루잉,서울 마포구 합정동 386-11,3.7783592,메타코미디클럽 홍대,서울 마포구 서교동 361-18,망원 초록길,서울 마포구 망원동 218-7,나인브릭호텔,호텔,3.8043065,서울 마포구 서교동 354-10
맛이차이나,중식,3.5035152,서울 마포구 상수동 321-1,스탠스커피,서울 마포구 상수동 93-111,3.7783592,토마토홀,서울 마포구 합정동 379-5,스머프 매직 포레스트 홍대점,서울 마포구 동교동 170-12,더휴식 아늑호텔 서울 홍대점,모텔,0.5597498,서울 마포구 서교동 351-29
짬뽕지존 홍대점,중식,3.5035152,서울 마포구 서교동 408-27,달콤한거짓말,서울 마포구 상수동 317-11,3.778359,논스케일드갤러리&스튜디오,서울 마포구 합정동 427-4,밤섬,서울 영등포구 여의도동 84-3,앨비어러스,호텔,3.8043065,서울 마포구 망원동 405-27
짬뽕지존 홍대점,중식,3.5035152,서울 마포구 서교동 408-27,디벙크,서울 마포구 합정동 366-1,3.778359,라디오가가,서울 마포구 서교동 384-12,와우산,서울 마포구 창전동 3-243,주니비노호텔,호텔,3.8043065,서울 마포구 합정동 379-4
평이담백뼈칼국수,한식,3.84411,서울 마포구 서교동 481-5,저스티나,서울 마포구 합정동 379-4,3.7783592,베짱이홀,서울 마포구 상수동 313-3,서문벚꽃길,서울 영등포구 여의도동 1,미성장모텔,모텔,0.5597498,서울 마포구 동교동 154-21
스파카나폴리,양식,3.005404,서울 마포구 합정동 413-2,제비다방,서울 마포구 상수동 330-12,3.7783592,논스케일드갤러리&스튜디오,서울 마포구 합정동 427-4,홍대벽화거리,서울 마포구 상수동 88-23,캐슬모텔,모텔,0.5597498,서울 마포구 합정동 426-28
,,,,산리오러버스클럽,서울 마포구 서교동 364-14,3.7783592,클럽프리버드,서울 마포구 서교동 408-16,선유도공원 시간의정원,서울 영등포구 당산동 1,성미모텔,모텔,0.5597498,서울 마포구 성산동 252-4
합정고깃집,한식,3.84411,서울 마포구 합정동 392-3,스타벅스 합정점,서울 마포구 합정동 472,3.7783592,서울생활문화센터 서교스퀘어,서울 마포구 서교동 494,선유도공원 자생습초지,서울 영등포구 양화동 56,아만티호텔서울,호텔,3.8043065,서울 마포구 서교동 447-1
비스트로사랑방,양식,3.005404,서울 마포구 서교동 408-25,피오니 홍대점,서울 마포구 서교동 395-78,3.7783592,클럽프리버드,서울 마포구 서교동 408-16,홍대패션거리,서울 마포구 서교동 348-78,성미모텔,모텔,0.5597498,서울 마포구 성산동 252-4
우와 홍대본점,일식,3.2834792,서울 마포구 서교동 364-10,어반플랜트 합정,서울 마포구 합정동 363-28,3.7783592,H스테이지,서울 마포구 서교동 344-12,샤이니숲,서울 영등포구 여의도동 82-9,해피트리 게스트하우스,게스트하우스,2.0315037,서울 마포구 서교동 335-23
,,,,콜린,서울 마포구 서교동 403-13,3.778359,클럽프리버드,서울 마포구 서교동 408-16,선유도 공원 수생식물원,서울 영등포구 당산동 1,나루게스트하우스,게스트하우스,2.0315037,서울 마포구 서교동 395-149
피자네버슬립스 합정상수점,양식,3.005404,서울 마포구 서교동 400-13,어반플랜트 합정,서울 마포구 합정동 363-28,3.7783592,H스테이지,서울 마포구 서교동 344-12,선유도공원 선유도전망대,서울 영등포구 당산동 1,성미모텔,모텔,0.5597498,서울 마포구 성산동 252-4
망원동 즉석우동 전문돈까스 본점,일식,3.2834792,서울 마포구 망원동 386-4,라뽀즈,서울 마포구 합정동 412-2,3.7783592,극동방송 아트홀,서울 마포구 상수동 89-1,밤섬,서울 영등포구 여의도동 84-3,DW디자인레지던스,게스트하우스,2.0315037,서울 마포구 동교동 203-47
,,,,스탠스커피,서울 마포구 상수동 93-111,3.7783592,아트스페이스 합정,서울 마포구 합정동 394-7,선유도공원 선유도전망대,서울 영등포구 당산동 1,아만티호텔서울,호텔,3.8043065,서울 마포구 서교동 447-1
당인동국수공장,한식,3.84411,서울 마포구 당인동 25-9,저스티나,서울 마포구 합정동 379-4,3.7783592,4233마음센터,서울 마포구 동교동 204-45,스머프 매직 포레스트 홍대점,서울 마포구 동교동 170-12,더휴식 아늑호텔 서울 홍대점,모텔,0.5597498,서울 마포구 서교동 351-29
몰토베네,양식,3.005404,서울 마포구 합정동 361-20,라뽀즈,서울 마포구 합정동 412-2,3.7783592,프리즘홀,서울 마포구 서교동 395-152,합마르뜨,서울 마포구 합정동 404,성산모텔,모텔,0.5597498,서울 마포구 성산동 632-6
비스트로사랑방,양식,3.005404,서울 마포구 서교동 408-25,저스티나,서울 마포구 합정동 379-4,3.7783592,띠아트,서울 마포구 서교동 358-121,홍대예술의거리,서울 마포구 서교동,써클호텔 합정점,호텔,3.8043065,서울 마포구 합정동 382-17
,,,,제비다방,서울 마포구 상수동 330-12,3.7783592,한국기독교선교기념관,서울 마포구 합정동 144,서울명예도로 노벨길(경의선숲길 홍대입구역방면),서울 마포구 동교동 190-66,벙크게스트하우스,게스트하우스,2.0315037,서울 마포구 서교동 334-34
평이담백뼈칼국수,한식,3.84411,서울 마포구 서교동 481-5,당인리책발전소,서울 마포구 서교동 475-26,3.7783592,서교스퀘어,서울 마포구 서교동 494,홍대걷고싶은거리,서울 마포구 서교동 348-40,나인브릭호텔,호텔,3.8043065,서울 마포구 서교동 354-10
스파카나폴리,양식,3.005404,서울 마포구 합정동 413-2,빌리프커피로스터스,서울 마포구 서교동 384-3,3.7783592,전쟁과여성인권박물관,서울 마포구 성산동 39-13,홍대예술의거리 나들길,서울 마포구 창전동,성미모텔,모텔,0.5597498,서울 마포구 성산동 252-4
맛이차이나,중식,3.5035152,서울 마포구 상수동 321-1,달콤한거짓말,서울 마포구 상수동 317-11,3.778359,폼텍웍스홀,서울 마포구 서교동 395-174,선유도공원 시간의정원,서울 영등포구 당산동 1,캐슬모텔,모텔,0.5597498,서울 마포구 합정동 426-28
피자네버슬립스 합정상수점,양식,3.005404,서울 마포구 서교동 400-13,어반플랜트 합정,서울 마포구 합정동 363-28,3.7783592,4233마음센터,서울 마포구 동교동 204-45,홍대걷고싶은거리,서울 마포구 서교동 348-40,미성장모텔,모텔,0.5597498,서울 마포구 동교동 154-21
