"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","좌석수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부"
"3130000","3130000-201-1972-00048","1972-07-15","","01","영업/정상","01","영업","","","","","02 3349235","83.83","121-887","서울특별시 마포구 합정동 426-28","서울특별시 마포구 월드컵로7길 13-7 (합정동)","04023","캐슬모텔","2023-10-27 19:17:51","U","2022-10-30 22:09:00.0","여관업","192105.073652802","450015.059166496","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1972-00084","1972-10-20","","01","영업/정상","01","영업","","","","","","45.61","121-891","서울특별시 마포구 아현동 570-49","서울특별시 마포구 굴레방로7길 34 (아현동)","04115","대명","2023-10-27 19:21:26","U","2022-10-30 22:09:00.0","여인숙업","195835.219793793","450453.237339846","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1973-00129","1973-10-11","","01","영업/정상","01","영업","","","","","02  32732296","81.81","121-807","서울특별시 마포구 노고산동 109-161","서울특별시 마포구 서강로18길 10 (노고산동)","04109","두드림","2023-10-27 19:22:06","U","2022-10-30 22:09:00.0","여인숙업","194233.509668738","450128.342214134","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1976-00056","1976-09-28","","01","영업/정상","01","영업","","","","","02 7156277","108.57","121-807","서울특별시 마포구 노고산동 106-105 (노고산동106-91에서 번지분할변경)","서울특별시 마포구 백범로2길 24 (노고산동,(노고산동106-91에서 번지분할변경))","04100","신촌 시스터즈","2023-10-28 13:13:25","U","2022-10-30 21:00:00.0","여관업","194244.204955715","450182.555163206","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1978-00061","1978-03-07","","01","영업/정상","01","영업","","","","","","67.32","121-807","서울특별시 마포구 노고산동 109-84","서울특별시 마포구 백범로2길 38 (노고산동)","04100","한도여관","2023-10-28 13:14:27","U","2022-10-30 21:00:00.0","여관업","194186.209388181","450135.256797175","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1978-00063","1978-04-26","","01","영업/정상","01","영업","","","","","02 7158886","100.05","121-807","서울특별시 마포구 노고산동 109-91","서울특별시 마포구 백범로2길 35 (노고산동)","04109","초콜렛트리","2023-10-28 13:16:40","U","2022-10-30 21:00:00.0","여관업","194204.808648691","450125.79329858","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1978-00143","1978-03-15","","01","영업/정상","01","영업","","","","","02 3240021","662.00","121-893","서울특별시 마포구 서교동 373-1","서울특별시 마포구 양화로 94 (서교동)","04043","보보호텔","2023-10-28 13:17:38","U","2022-10-30 21:00:00.0","관광호텔","192702.357899428","450008.91757619","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1978-00144","1978-09-24","","01","영업/정상","01","영업","","","","","02 7115781","158.00","121-807","서울특별시 마포구 노고산동 107-35","서울특별시 마포구 서강로20길 17 (노고산동)","04100","도로시모텔","2023-10-28 13:18:14","U","2022-10-30 21:00:00.0","여관업","194322.634356244","450160.920132894","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1980-00157","19800905","","01","영업/정상","01","영업","","","","","0232724451","210.00","121807","서울특별시 마포구 노고산동 106-39 ","서울특별시 마포구 서강로18길 7 (노고산동)","04109","모텔산타페","2021-03-08 11:36:37","U","2021-03-10 02:40:00.0","여관업","194244.721130625    ","450149.525482008    ","여관업","4","1","0","4","0","0","5","15","0","Y","0","","","","","0","","","0","0","N"
"3130000","3130000-201-1981-00143","1981-05-10","","01","영업/정상","01","영업","","","","","02 7152188","33.91","121-807","서울특별시 마포구 노고산동 106-84","서울특별시 마포구 백범로2길 14 (노고산동)","04100","미성여인숙","2023-10-28 13:22:08","U","2022-10-30 21:00:00.0","여인숙업","194283.760971371","450215.110902338","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1982-00067","1982-02-25","","01","영업/정상","01","영업","","","","","02 3327771","546.00","121-885","서울특별시 마포구 합정동 380-11","서울특별시 마포구 양화로 16 (합정동)","04070","준희빈호텔","2023-10-28 13:22:59","U","2022-10-30 21:00:00.0","일반호텔","192078.440129656","449559.465454856","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1982-00068","1982-12-11","","01","영업/정상","01","영업","","","","","02 3245555","206.00","121-885","서울특별시 마포구 합정동 380-36","서울특별시 마포구 양화로 16 (합정동)","04070","준희빈","2023-10-28 13:23:58","U","2022-10-30 21:00:00.0","여관업","192058.07924221","449543.467119037","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1982-00069","1982-06-01","","01","영업/정상","01","영업","","","","","02 7179044","48.26","121-870","서울특별시 마포구 염리동 9-130","서울특별시 마포구 숭문길 220 (염리동)","04113","국제여인숙","2023-10-28 13:24:38","U","2022-10-30 21:00:00.0","여인숙업","195214.894094329","450440.807878244","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1983-00069","1983-10-25","","01","영업/정상","01","영업","","","","","02 3353388","393.51","121-838","서울특별시 마포구 서교동 354-2","서울특별시 마포구 홍익로 29, 3,4,5층층 (서교동)","04038","니도나도(Nido Nado)","2023-10-29 09:36:56","U","2022-10-30 21:01:00.0","여관업","193011.982270224","450260.49121473","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1985-00002","1985-10-11","","01","영업/정상","01","영업","","","","","02 7179441","26540.50","121-812","서울특별시 마포구 도화동 169-1","서울특별시 마포구 마포대로 58 (도화동)","04168","서울가든호텔","2023-10-29 09:38:08","U","2022-10-30 21:01:00.0","관광호텔","195366.504486477","448716.823596557","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1988-00152","1988-07-06","","01","영업/정상","01","영업","","","","","02 7175288","234.00","121-807","서울특별시 마포구 노고산동 109-6","서울특별시 마포구 서강로18길 14 (노고산동)","04109","호텔파르페","2023-10-29 09:40:04","U","2022-10-30 21:01:00.0","여관업","194239.662859228","450118.356320057","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1988-00154","1988-12-08","","01","영업/정상","01","영업","","","","","02 7199521","391.00","121-807","서울특별시 마포구 노고산동 106-10","서울특별시 마포구 서강로20길 12 (노고산동)","04109","넘버25신촌점","2023-10-29 09:41:45","U","2022-10-30 21:01:00.0","여관업","194301.519288801","450183.225570249","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1990-00071","1990-10-23","","01","영업/정상","01","영업","","","","","02 7030085","384.85","121-807","서울특별시 마포구 노고산동 109-80","서울특별시 마포구 서강로18길 16 (노고산동)","04109","라세느","2023-10-29 09:42:49","U","2022-10-30 21:01:00.0","여관업","194246.259437148","450106.15865717","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1991-00072","1991-03-22","","01","영업/정상","01","영업","","","","","02 7162201","441.80","121-807","서울특별시 마포구 노고산동 106-54","서울특별시 마포구 서강로20길 30 (노고산동)","04109","루디(Ludi)","2023-10-29 09:43:58","U","2022-10-30 21:01:00.0","여관업","194309.290699042","450096.811452873","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1992-00001","1992-11-12","","01","영업/정상","01","영업","","","","","02 7131437","228.00","121-807","서울특별시 마포구 노고산동 106-41","서울특별시 마포구 서강로18길 13 (노고산동)","04109","호텔서강스테이","2023-10-29 09:44:45","U","2022-10-30 21:01:00.0","여관업","194257.425691293","450135.075629951","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1995-00153","1995-11-23","","01","영업/정상","01","영업","","","","","02 7180230","261.00","121-807","서울특별시 마포구 노고산동 106-76","서울특별시 마포구 서강로18길 29 (노고산동)","04109","성도장여관","2023-10-29 09:45:25","U","2022-10-30 21:01:00.0","여관업","194288.312492637","450058.18749814","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1995-00154","1995-07-28","","01","영업/정상","01","영업","","","","","02 7170722","671.00","121-807","서울특별시 마포구 노고산동 106-25","서울특별시 마포구 백범로2길 21 (노고산동)","04109","피터캣","2023-11-29 16:50:29","U","2022-11-02 00:02:00.0","일반호텔","194260.752177965","450168.999220511","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1997-00075","1997-10-13","","01","영업/정상","01","영업","","","","","02 3330072","567.28","121-885","서울특별시 마포구 합정동 382-21","서울특별시 마포구 양화로 11 (합정동)","04027","남경장호텔","2023-10-29 09:47:02","U","2022-10-30 21:01:00.0","일반호텔","191989.904194786","449617.872181395","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1999-00158","1999-05-07","","01","영업/정상","01","영업","","","","","02 7175003","1649.00","121-807","서울특별시 마포구 노고산동 109-154","서울특별시 마포구 서강로 128 (노고산동)","04100","에스호텔","2023-10-30 10:02:26","U","2022-11-01 00:01:00.0","여관업","194192.994417283","450148.819408241","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2001-00001","2001-09-07","","01","영업/정상","01","영업","","","","","02 7125081","1663.87","121-807","서울특별시 마포구 노고산동 109-62","서울특별시 마포구 서강로18길 8 (노고산동)","04109","메이저호텔","2023-10-30 10:03:15","U","2022-11-01 00:01:00.0","여관업","194221.213451672","450138.046512471","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2001-00002","2001-12-03","","01","영업/정상","01","영업","","","","","02 7069110","520.72","121-807","서울특별시 마포구 노고산동 107-21","서울특별시 마포구 서강로20길 9 (노고산동)","04100","어반슬로우(URBANSLOW)","2024-04-19 09:03:17","U","2023-12-03 22:01:00.0","일반호텔","194318.769055642","450204.898135447","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2005-00002","2005-07-13","","01","영업/정상","01","영업","","","","","02 3380018","1853.61","121-885","서울특별시 마포구 합정동 382-17","서울특별시 마포구 양화로 15 (합정동)","04027","써클호텔","2023-10-30 10:04:41","U","2022-11-01 00:01:00.0","관광호텔","192044.052062349","449625.190175398","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2007-00001","2007-08-20","","01","영업/정상","01","영업","","","","","02 3340055","3185.06","121-885","서울특별시 마포구 합정동 382-19","서울특별시 마포구 양화로1길 7 (합정동)","04027","남경호텔","2023-10-30 10:05:22","U","2022-11-01 00:01:00.0","일반호텔","192016.016014122","449644.951325864","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2009-00001","2009-02-23","","01","영업/정상","01","영업","","","","","0260091000","13588.90","121-805","서울특별시 마포구 공덕동 467","서울특별시 마포구 마포대로 109 (공덕동)","04146","(주)호텔롯데롯데시티호텔마포","2023-09-08 16:55:13","U","2022-12-08 23:00:00.0","관광호텔","195564.375757848","449186.933273231","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2009-00002","2009-11-06","","01","영업/정상","01","영업","","","","","02 7113339","4932.84","121-807","서울특별시 마포구 노고산동 106-15 외9필지(106-12,13,14,16,27,28,29,34,78)","서울특별시 마포구 서강로20길 20 (노고산동,외9필지(106-12,13,14,16,27,28,29,34,78))","04109","라뉘호텔","2023-10-30 10:07:02","U","2022-11-01 00:01:00.0","일반호텔","194294.852393871","450137.980065553","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2011-00001","2011-01-07","","01","영업/정상","01","영업","","","","","02 7199060","970.55","121-807","서울특별시 마포구 노고산동 106-91","서울특별시 마포구 서강로 134 (노고산동)","04100","위드","2023-10-30 10:08:02","U","2022-11-01 00:01:00.0","여관업","194236.165651494","450181.510179824","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2011-00002","2011-05-30","","01","영업/정상","01","영업","","","","","0232751053","1251.30","121-807","서울특별시 마포구 노고산동 106-46","서울특별시 마포구 서강로20길 24 (노고산동)","04109","와이(Y)호텔","2023-10-30 10:08:42","U","2022-11-01 00:01:00.0","일반호텔","194307.438476274","450127.253429119","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2011-00003","2011-10-05","","01","영업/정상","01","영업","","","","","0260160213","9200.00","121-835","서울특별시 마포구 상암동 1587","서울특별시 마포구 월드컵북로58길 15 (상암동)","03922","스탠포드호텔서울","2023-10-30 10:09:35","U","2022-11-01 00:01:00.0","관광호텔","189919.550051873","453342.222208599","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2014-00002","2014-10-29","","01","영업/정상","01","영업","","","","","02  326 5801","3868.00","121-893","서울특별시 마포구 서교동 373-9","서울특별시 마포구 양화로 86 (서교동)","04043","호텔 더디자이너스 홍대","2023-10-31 08:55:15","U","2022-11-01 00:02:00.0","관광호텔","192647.075671686","449962.851191072","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2014-00003","2014-11-04","","01","영업/정상","01","영업","","","","","02  22366633","377.33","121-898","서울특별시 마포구 동교동 198-30","서울특별시 마포구 동교로 217, 2층,3층,4층층 (동교동)","03993","필로소퍼","2023-10-31 08:56:12","U","2022-11-01 00:02:00.0","여관업","193173.291498782","450805.577656258","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2014-00005","2014-12-10","","01","영업/정상","01","영업","","","","","02 3322333","1255.70","121-838","서울특별시 마포구 서교동 351-29","서울특별시 마포구 동교로 162-7 (서교동)","04031","아늑호텔","2023-10-31 08:56:57","U","2022-11-01 00:02:00.0","관광호텔","192893.333078404","450367.063858996","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2015-00001","20150831","","01","영업/정상","01","영업","","","","","02  69799000","8,582.00","121815","서울특별시 마포구 도화동 570","서울특별시 마포구 마포대로 83 (도화동, 신라스테이마포 )","04156","신라스테이 마포","2022-03-30 11:00:49","U","2021-12-04 00:01:00.0","관광호텔","195484.919869451","448958.582313523","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2017-00001","2017-06-15","","01","영업/정상","01","영업","","","","","02  31418800","3784.07","121-838","서울특별시 마포구 서교동 354-10","서울특별시 마포구 홍익로5길 32 (서교동)","04038","나인브릭(9BRICK)","2023-10-31 08:58:20","U","2022-11-01 00:02:00.0","관광호텔","192911.642624498","450171.317352359","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2017-00002","2017-06-30","","01","영업/정상","01","영업","","","","","02  702 4577","2772.00","121-806","서울특별시 마포구 노고산동 1-74","서울특별시 마포구 신촌로 152 (노고산동)","04104","에이치에비뉴 호텔 이대점","2024-01-11 18:52:34","U","2023-11-30 23:03:00.0","관광호텔","194856.148175113","450442.424814188","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2018-00001","2018-01-02","","01","영업/정상","01","영업","","","","","02  22891000","13287.64","121-898","서울특별시 마포구 동교동 160-5","서울특별시 마포구 양화로 141 (동교동)","03995","(주)호텔롯데 L7 홍대","2023-09-08 16:49:02","U","2022-12-08 23:00:00.0","관광호텔","193005.883365365","450387.023230304","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2018-00002","2018-01-18","","01","영업/정상","01","영업","","","","","02  37048654","18808.00","121-812","서울특별시 마포구 도화동 25-13 효성해링턴 스퀘어 8~24층","서울특별시 마포구 마포대로 92, 효성해링턴 스퀘어 8~24층 (도화동)","04168","글래드호텔 마포","2023-10-31 09:00:29","U","2022-11-01 00:02:00.0","관광호텔","195616.580723896","448973.867131637","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2018-00005","2018-04-23","","01","영업/정상","01","영업","","","","","02  330 7700","29233.70","121-838","서울특별시 마포구 서교동 354-5","서울특별시 마포구 양화로 130 (서교동)","04038","라이즈호텔","2023-10-31 09:01:19","U","2022-11-01 00:02:00.0","관광호텔","192971.947727746","450243.232547428","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2018-00006","2018-05-29","","01","영업/정상","01","영업","","","","","02  332 0061","6194.82","121-841","서울특별시 마포구 서교동 447-1 ONE&ONLY 관광호텔","서울특별시 마포구 월드컵북로 31, ONE&ONLY 관광호텔 (서교동)","04001","아만티 호텔(Amanti Hotel)","2023-10-29 09:49:22","U","2022-10-30 21:01:00.0","관광호텔","192736.935397287","450550.232656274","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2018-00007","20180831","","01","영업/정상","01","영업","","","","","02  768 3052","13,610.51","121899","서울특별시 마포구 동교동 190-1번지 애경타워 숙박시설 ","서울특별시 마포구 양화로 188, 애경타워 숙박시설 (동교동)","04051","홀리데이 인 익스프레스 서울 홍대","2018-08-31 17:56:08","I","2018-10-22 09:52:09.0","관광호텔","193565.900355472    ","450545.668460987    ","관광호텔","0","0","7","16","","","0","294","0","N","0","","","","","0","0","0","0","0","N"
"3130000","3130000-201-2018-00008","20180903","","01","영업/정상","01","영업","","","","","02  323 8811","600.69","121816","서울특별시 마포구 동교동 113-96 ","서울특별시 마포구 연희로 27 (동교동)","03985","클레오","2021-11-25 11:07:17","U","2021-11-27 02:40:00.0","관광호텔","193449.985027039    ","451015.020894903    ","관광호텔","0","0","1","7","1","1","0","24","0","N","0","","","","","0","0","0","0","0","N"
"3130000","3130000-201-2020-00002","2020-06-24","","01","영업/정상","01","영업","","","","","02  37741050","13101.99","121-817","서울특별시 마포구 동교동 162-5 MERCURE 앰배서더 HOTEL 홍대","서울특별시 마포구 양화로 144, MERCURE 앰배서더 HOTEL 홍대 (동교동)","04050","머큐어 앰배서더 홍대","2023-12-07 16:13:50","U","2022-11-02 00:09:00.0","관광호텔","193073.64466155","450341.82321403","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2021-00001","2021-11-25","","01","영업/정상","01","영업","","","","","02  332 7771","6173.93","121-885","서울특별시 마포구 합정동 379-4 주니비노 호텔","서울특별시 마포구 양화진2길 31, 주니비노 호텔 (합정동)","04084","주니비노호텔","2023-10-29 09:52:09","U","2022-10-30 21:01:00.0","관광호텔","192043.507297118","449524.361048163","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2021-00002","20211223","","01","영업/정상","01","영업","","","","","02  37020300","20,616.76","121815","서울특별시 마포구 도화동 573","서울특별시 마포구 마포대로 67 (도화동)","04157","로이넷호텔 서울 마포","2022-12-21 15:33:21","U","2021-11-01 22:03:00.0","관광호텔","195359.808050656","448841.031803244","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2022-00001","2022-09-30","","01","영업/정상","01","영업","","","","","0264101000","27340.92","121-050","서울특별시 마포구 마포동 450 나루","서울특별시 마포구 마포대로 8, 나루 (마포동)","04176","호텔나루","2023-10-29 09:53:20","U","2022-10-30 21:01:00.0","관광호텔","195002.716187445","448331.067134872","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2023-00001","2023-07-07","","01","영업/정상","01","영업","","","","","02 322 8601","13942.06","121-842","서울특별시 마포구 서교동 460-25 공유복합시설 로컬스티치(서교동)","서울특별시 마포구 월드컵북로5길 41 (서교동)","04002","크리에이터타운 서교(creatortown seogyo)","2023-07-20 09:19:31","U","2022-12-06 22:02:00.0","관광호텔","192579.727675563","450446.890829184","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2023-00002","2023-11-16","","01","영업/정상","01","영업","","","","","","819.42","121-807","서울특별시 마포구 노고산동 106-58 전체동","서울특별시 마포구 서강로20길 26-8, 전체동동 (노고산동)","04109","G-House 신촌01","2023-11-16 15:36:23","I","2022-10-31 23:08:00.0","여관업","194291.670626893","450102.524324147","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2023-00003","2023-11-16","","01","영업/정상","01","영업","","","","","","480.16","121-807","서울특별시 마포구 노고산동 106-68 전체동","서울특별시 마포구 서강로18길 23, 전체동 (노고산동)","04109","G-House 신촌02","2023-11-16 16:06:30","I","2022-10-31 23:08:00.0","여관업","194284.529190466","450083.740889795","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2023-00004","2023-11-23","","01","영업/정상","01","영업","","","","","","722.02","121-807","서울특별시 마포구 노고산동 106-77 전체동","서울특별시 마포구 백범로4길 16, 전체동 (노고산동)","04109","골든힐(Golden Hill)","2023-12-14 11:12:09","U","2022-11-01 23:06:00.0","여관업","194297.625770846","450049.581658584","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-2023-00005","2023-11-24","","01","영업/정상","01","영업","","","","","","819.42","121-807","서울특별시 마포구 노고산동 106-62 2층~6층","서울특별시 마포구 백범로4길 14, 2~6층 (노고산동)","04109","가온신촌호스텔(Gaon Sinchon Hostel)","2023-12-14 11:15:12","U","2022-11-01 23:06:00.0","여관업","194300.572672562","450062.820919415","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-214-1984-00001","1984-12-29","","01","영업/정상","01","영업","","","","","02 3340900","435.00","121-807","서울특별시 마포구 노고산동 57-20","서울특별시 마포구 신촌로18길 9 (노고산동)","04058","24게스트하우스신촌","2023-10-29 09:54:41","U","2022-10-30 21:01:00.0","숙박업(생활)","194203.765090868","450307.60481142","","","","","","","","","","","","","","","","","","","","","",""
