"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명"
"3130000","CDFF3242051992000020","19921031","","03","폐업","03","폐업","19990918","","","","326-2398","","121898","서울특별시 마포구 동교동 158-17번지 지층 ","서울특별시 마포구 동교로 182-5  (동교동,지층)","","도레미","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","193059.129985791    ","450492.637723561    ","노래연습장업","유통관련업","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051992000021","19921031","","03","폐업","03","폐업","20191105","","","","02-3142-1551","","","서울특별시 마포구 서교동 358-27번지 지하1 ","서울특별시 마포구 홍익로 1, 지하1층 (서교동)","04040","홍 노래연습장","2019-11-06 15:11:58","U","2019-11-08 02:40:00.0","","193213.616831647    ","450066.406857948    ","노래연습장업","유통관련업","0","","","58.2","0","0","","","","7","5","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051992000022","19921031","","03","폐업","03","폐업","20090210","","","","713-2972","","","서울특별시 마포구 노고산동 31-87번지 2층 713동 2972호","서울특별시 마포구 백범로 11, 713동 2972호 (노고산동,2층)","","악을써라","2013-03-20 16:12:42","I","2018-10-11 15:46:28.0","","194393.196111934    ","450164.946632194    ","노래연습장업","유통관련업","","","","146.26","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051992000023","19921031","","03","폐업","03","폐업","20001004","","","","326-1491","","121893","서울특별시 마포구 서교동 364-1번지 ","서울특별시 마포구 와우산로21길 21  (서교동)","","로코코","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","193098.749972269    ","449999.40068353     ","노래연습장업","유통관련업","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051992000024","19921031","","03","폐업","03","폐업","20121011","","","","716-3145","","","서울특별시 마포구 용강동 45-21번지 지하1층 ","서울특별시 마포구 마포대로1길 26, 지하1층 (용강동)","121875","코러스 노래연습장","2013-03-11 16:29:57","I","2018-10-11 15:46:28.0","","194832.526492907    ","448676.118387373    ","노래연습장업","유통관련업","0","","","90.98","0","0","","","","5","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051992000025","19921031","","01","영업/정상","13","영업중","","","","","02-336-7826","","","서울특별시 마포구 노고산동 49-32번지 지하1층 ","서울특별시 마포구 신촌로14길 12, 지하1층 (노고산동)","04057","FM 노래연습장","2017-05-18 10:04:11","I","2018-10-11 15:46:28.0","","194066.064821213    ","450371.902756091    ","노래연습장업","유통관련업","0","","","52.09","0","0","근린생활시설","","","3","0","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051992000026","19921031","","03","폐업","03","폐업","20081223","","","","713-0173","","","서울특별시 마포구 대흥동 12-70번지 지층 ","서울특별시 마포구 대흥로27길 2  (대흥동,지층)","","에스비 노래연습장","2013-03-26 15:16:34","I","2018-10-11 15:46:28.0","","195134.086799634    ","450345.710745457    ","노래연습장업","유통관련업","","","","126.64","","","근린생활시설","","","12","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051992000027","19921031","","03","폐업","03","폐업","20000619","","","","713-5585","","121812","서울특별시 마포구 도화동 181-2번지 지층 ","서울특별시 마포구 도화길 51  (도화동,지층)","","퀸","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","195596.826708843    ","448871.054988371    ","노래연습장업","유통관련업","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051992000028","19921031","","03","폐업","03","폐업","20020413","","","","335-3459","","121820","서울특별시 마포구 망원동 338-39번지 지층 ","서울특별시 마포구 포은로 66  (망원동,지층)","","우정","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","191666.058825247    ","450089.777954835    ","노래연습장업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051992000029","19921231","","03","폐업","03","폐업","20110225","","","","336-3594","","","서울특별시 마포구 합정동 385-22번지 ","","","골뱅이 노래연습장","2013-03-29 07:20:02","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","0","","","137.05","0","0","근린생활시설","","","10","4","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051992000030","19921031","","03","폐업","03","폐업","20110404","","","","","","","서울특별시 마포구 합정동 384-65번지 2츨 ","","","코러스 노래연습장","2013-03-29 07:18:18","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","","유흥업소밀집지역","","124.73","2","","근린생활시설","1","40","8","2","Y","Y","Y","Y","Y","Y","","","","","","","","","","","","상업지역"
"3130000","CDFF3242051992000031","19920928","","01","영업/정상","13","영업중","","","","","02-332-3322","","","서울특별시 마포구 망원동 482-8번지 ","서울특별시 마포구 월드컵로 113 (망원동)","03963","월드 노래연습장","2020-03-29 13:18:16","U","2020-03-31 02:40:00.0","","191765.445327557    ","450685.840862441    ","노래연습장업","유통관련업","","","","209.2","","","","","","10","1","N","N","N","Y","N","N","","","","","","","","","","","",""
"3130000","CDFF3242051992000032","19921023","","03","폐업","03","폐업","20120208","","","","719-1749","","","서울특별시 마포구 용강동 114-24번지 지층 ","","","야후 노래연습장","2013-05-31 15:22:03","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","","","","192.83","","","근린생활시설","1.13","30","7","1","Y","Y","N","Y","N","Y","","","","","","","","","","","",""
"3130000","CDFF3242051992000033","19920928","","03","폐업","03","폐업","20200619","","","","070-8151-3235","","","서울특별시 마포구 서교동 358-94번지 지하1층 ","서울특별시 마포구 홍익로 3-11, 지하1층 (서교동)","04040","강산해 노래연습장","2020-06-19 13:06:12","U","2020-06-21 02:40:00.0","","193163.836184603    ","450061.598369309    ","노래연습장업","유통관련업","","","","112.99","","","근린생활시설","1.87","40","9","7","Y","Y","Y","Y","Y","Y","","","","","","","","","","","",""
"3130000","CDFF3242051993000001","19931007","","01","영업/정상","13","영업중","","","","","02-718-2120","","","서울특별시 마포구 공덕동 256-30번지 2층 ","서울특별시 마포구 만리재로 23, 2층 (공덕동)","04214","토토노래연습장","2014-08-20 11:13:38","I","2018-10-11 15:46:28.0","","195849.727721903    ","449175.307569415    ","노래연습장업","유통관련업","0","","","264","0","0","","","","14","8","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000003","19931007","","03","폐업","03","폐업","20090210","","","","334-0567","","","서울특별시 마포구 망원동 414-26번지 지하1층 ","서울특별시 마포구 망원로8길 29, 지하1층 (망원동)","121822","가족 노래연습장","2013-04-02 14:23:29","I","2018-10-11 15:46:28.0","","191649.360646851    ","450439.375599189    ","노래연습장업","유통관련업","0","","","101.64","0","0","근린생활시설","","","","4","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000004","19931007","","03","폐업","03","폐업","20130118","","","","338-7844","","","서울특별시 마포구 노고산동 56-92번지 ","서울특별시 마포구 신촌로12길 65  (노고산동)","","여울목 노래연습장","2013-03-27 16:17:36","I","2018-10-11 15:46:28.0","","194073.537929367    ","450170.903852272    ","노래연습장업","유통관련업","0","","","118.44","0","0","","","","9","1","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000006","19931008","","03","폐업","03","폐업","20010829","","","","337-5734","","121829","서울특별시 마포구 상수동 331-11번지 지층 ","서울특별시 마포구 와우산로 22  (상수동,지층)","","미성","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","193137.801437441    ","449344.145388       ","노래연습장업","유통관련업","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000007","19931008","","03","폐업","03","폐업","20011228","","","","713-9093","","121872","서울특별시 마포구 염리동 58-5번지 ","서울특별시 마포구 숭문길 78  (염리동)","","가족노래방","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","195169.186185684    ","449720.641908375    ","노래연습장업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000008","19931008","","03","폐업","03","폐업","20000501","","","","715-2601","","121809","서울특별시 마포구 대흥동 267-1번지 지층 ","서울특별시 마포구 백범로 96  (대흥동,지층)","","딩동뎅","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","194808.78232043     ","449488.104665313    ","노래연습장업","유통관련업","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000009","19931008","","03","폐업","03","폐업","20081217","","","","313-7514","","121862","서울특별시 마포구 아현동 626-36번지 지층 313동 7514호","","","꾀꼬리노래방","2009-04-08 16:43:58","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000010","19931008","","03","폐업","03","폐업","20010801","","","","716-2900","","121875","서울특별시 마포구 용강동 38-1번지 3층 ","서울특별시 마포구 토정로35길 26  (용강동,3층)","","가든노래방","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","195043.739949604    ","448727.561014243    ","노래연습장업","유통관련업","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000011","19931008","","04","취소/말소/만료/정지/중지","35","직권말소","20090210","","","","477-0538","","","서울특별시 마포구 성산동 591-4번지 지층 ","서울특별시 마포구 월드컵로 196  (성산동,지층)","","우리노래연습장","2013-05-02 10:57:47","I","2018-10-11 15:46:28.0","","191337.868996616    ","451395.153092798    ","노래연습장업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000013","19931012","","01","영업/정상","13","영업중","","","","","02-3143-7694","","","서울특별시 마포구 망원동 486-1번지 지하1층 ","서울특별시 마포구 망원로 86, 지하1층 (망원동)","04011","M.W 노래연습장","2018-07-09 11:04:02","I","2018-10-11 15:46:28.0","","191648.460410456    ","450581.630383102    ","노래연습장업","유통관련업","0","","","112.31","0","0","","","","5","3","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000014","19931012","","03","폐업","03","폐업","20010314","","","","308-1933","","121868","서울특별시 마포구 연남동 487-21번지 지층 ","서울특별시 마포구 성미산로17길 115  (연남동,지층)","","가람노래방","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","192582.649740753    ","451591.947950796    ","노래연습장업","유통관련업","0","","","0","0","0","근린생활시설","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000016","19931013","","04","취소/말소/만료/정지/중지","35","직권말소","20141111","","","","309-9689","","","서울특별시 마포구 성산동 200-51번지 지층 ","서울특별시 마포구 월드컵북로 185 (성산동,지층)","","은지노래연습장","2014-11-11 09:38:49","I","2018-10-11 15:46:28.0","","191797.951263783    ","451739.966725383    ","노래연습장업","유통관련업","0","","","0","0","0","","","","5","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000017","19931013","","03","폐업","03","폐업","20010228","","","","","","121859","서울특별시 마포구 아현동 345-13번지 지층 ","서울특별시 마포구 신촌로30길 19  (아현동,지층)","","정든","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","195706.276019184    ","450444.791891536    ","노래연습장업","유통관련업","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000018","19931013","","03","폐업","03","폐업","20210831","","","","02-711-9285","","","서울특별시 마포구 대흥동 404-5 지하1층 ","서울특별시 마포구 독막로 256-1, 지하1층 (대흥동)","04150","싱싱 노래연습장","2021-08-31 18:19:22","U","2021-09-02 02:40:00.0","","194796.756714541    ","449315.746264716    ","노래연습장업","유통관련업","0","","","68.04","0","0","","0","0","5","0","","","","","","","","","","","","0","","","","","",""
"3130000","CDFF3242051993000019","19931014","","03","폐업","03","폐업","20120913","","","","305-4505","","","서울특별시 마포구 상암동 35-1번지 ","서울특별시 마포구 월드컵북로44길 49  (상암동)","","25시 노래연습장","2013-05-02 11:55:23","I","2018-10-11 15:46:28.0","","190631.655203507    ","452726.740426691    ","노래연습장업","유통관련업","0","","","112.68","0","0","","","","8","3","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000021","1993-10-14","","01","영업/정상","13","영업중","","","","","02-322-2110","","","서울특별시 마포구 동교동 163-11 지하1층","서울특별시 마포구 어울마당로 109, 지하1층 (동교동)","04050","노랫마을 노래연습장","2024-01-03 17:39:25","U","2023-12-01 00:06:00.0","","193097.302192518","450281.538074102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000022","19931025","","04","취소/말소/만료/정지/중지","35","직권말소","20140731","","","","713-6081","","","서울특별시 마포구 합정동 416-25번지 2층 ","","","멜로디노래연습장","2014-08-06 13:16:12","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","0","","","0","0","0","","","","5","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000023","19931026","","03","폐업","03","폐업","20130405","","","","365-0735","","","서울특별시 마포구 아현동 68-2번지 지층 ","","","아현 노래연습장","2013-04-05 17:03:56","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","","","","108.15","","","","","","9","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000025","19931026","","01","영업/정상","13","영업중","","","","","02-323-9503","","","서울특별시 마포구 망원동 404-39번지 지하1층 ","서울특별시 마포구 포은로 89, 지하1층 (망원동)","04009","영 노래연습장","2014-08-20 14:51:19","I","2018-10-11 15:46:28.0","","191537.41389268     ","450310.428923432    ","노래연습장업","유통관련업","0","","","80.05","0","0","","","","6","3","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000026","19931026","","03","폐업","03","폐업","20170417","","","","02-707-1162","","","서울특별시 마포구 도화동 203-14번지 지하1층 ","서울특별시 마포구 삼개로 17, 지하1층 (도화동)","04172","줄리엣 노래연습장","2017-04-18 09:30:27","I","2018-10-11 15:46:28.0","","195305.221085772    ","448505.047642346    ","노래연습장업","유통관련업","0","","","115.5","0","0","","","","5","2","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000029","19931103","","01","영업/정상","13","영업중","","","","","02-324-1763","","","서울특별시 마포구 합정동 383-23번지 지하1층 ","서울특별시 마포구 양화로3길 10, 지하1층 (합정동)","04027","신바람 노래연습장","2014-08-20 18:15:03","I","2018-10-11 15:46:28.0","","192134.798194756    ","449682.674650997    ","노래연습장업","유통관련업","0","","","114.59","0","0","","","","9","2","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000030","19931103","","01","영업/정상","13","영업중","","","","","02-712-9671","","","서울특별시 마포구 염리동 10-129 지하1층 ","서울특별시 마포구 숭문길 186, 지하1층 (염리동)","04122","모닥불 노래연습장","2022-01-20 17:55:23","U","2022-01-22 02:40:00.0","","195216.655638708    ","450272.169187186    ","노래연습장업","유통관련업","0","","","66.84","0","0","","0","0","4","2","","","","Y","","","","","","","","0","","","","","",""
"3130000","CDFF3242051993000031","19931124","","01","영업/정상","13","영업중","","","","","02-3142-8589","","","서울특별시 마포구 망원동 414-82 2층 ","서울특별시 마포구 망원로 70, 2층 (망원동)","04010","만남 노래연습장","2020-08-26 17:05:20","U","2020-08-28 02:40:00.0","","191504.17621621     ","450542.345675663    ","노래연습장업","유통관련업","0","","","123.98","0","0","근린생활시설","","","5","2","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000032","19931124","","03","폐업","03","폐업","20061228","","","","714-8227","","","서울특별시 마포구 공덕동 140-7번지 지층 ","","","두꺼비 노래연습장","2013-02-17 07:28:17","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","","","","94.56","","","","","","8","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000033","19931124","","03","폐업","03","폐업","20070614","","","","3141-0033","","","서울특별시 마포구 망원동 454-2번지 ","서울특별시 마포구 희우정로 131  (망원동)","","강변 노래연습장","2013-04-02 13:50:43","I","2018-10-11 15:46:28.0","","191018.739090408    ","450394.476705962    ","노래연습장업","유통관련업","0","","","84.9","0","0","","","","5","2","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000034","19931124","","03","폐업","03","폐업","20010710","","","","322-9389","","121883","서울특별시 마포구 합정동 410-20번지 지층 ","서울특별시 마포구 독막로 53  (합정동,지층)","","동방","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","192778.7855568      ","449539.27321717     ","노래연습장업","유통관련업","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000035","19931124","","01","영업/정상","13","영업중","","","","","02-702-4455","","","서울특별시 마포구 용강동 122-12 지하1층","서울특별시 마포구 토정로 288-1, 지하1층 (용강동)","04163","만남 노래연습장","2022-06-15 11:05:36","U","2021-12-05 23:07:00.0","","194741.489199569","448780.927866155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000037","19931209","","03","폐업","03","폐업","20061215","","","","717-2570","","","서울특별시 마포구 공덕동 272-14번지 지층 ","","","즐거운 노래연습장","2013-03-02 14:45:47","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000038","19931209","","01","영업/정상","13","영업중","","","","","02-308-2146","","","서울특별시 마포구 상암동 16-5번지 지하1층 ","서울특별시 마포구 월드컵북로44길 50, 지하1층 (상암동)","03930","슈퍼스타 노래연습장","2020-04-02 14:13:09","U","2020-04-04 02:40:00.0","","190646.757203354    ","452739.529078421    ","노래연습장업","유통관련업","0","","","120.92","0","0","","","","7","3","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000039","19931209","","03","폐업","03","폐업","20060828","","","","333-2744","","","서울특별시 마포구 합정동 385-20번지 지층 ","","","고박사 노래연습장","2013-03-29 07:28:17","I","2018-10-11 15:46:28.0","","","","노래연습장업","유통관련업","","","","189.42","","","근린생활시설","","","6","4","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000041","19931209","","01","영업/정상","13","영업중","","","","","02-711-1825","","","서울특별시 마포구 용강동 494-40 지하1층 ","서울특별시 마포구 토정로 261, 지하1층 (용강동)","04159","소리샘 노래연습장","2020-11-23 18:39:48","U","2020-11-25 02:40:00.0","","194573.966121953    ","448982.460882538    ","노래연습장업","유통관련업","0","","","140.4","0","0","","","","6","1","","","","Y","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000042","19931209","","03","폐업","03","폐업","20130227","","","","336-0422","","","서울특별시 마포구 서교동 358-58번지 지하1층 ","서울특별시 마포구 와우산로21길 38, 지하1층 (서교동)","121838","오디션 노래연습장","2013-03-26 19:32:23","I","2018-10-11 15:46:28.0","","193020.653366586    ","450030.62929666     ","노래연습장업","유통관련업","","","","155.02","","","","","","7","4","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000043","19931209","","01","영업/정상","13","영업중","","","","","02-335-4493","","","서울특별시 마포구 망원동 477-2번지 지하1층 ","서울특별시 마포구 월드컵로 149, 지하1층 (망원동)","03963","즐거운 노래연습장","2014-08-20 15:02:51","I","2018-10-11 15:46:28.0","","191563.745328872    ","450966.073406058    ","노래연습장업","유통관련업","","","","123.8","","","근린생활시설","","","7","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000044","19931209","","03","폐업","03","폐업","20011204","","","","337-4438","","121837","서울특별시 마포구 서교동 360-22번지 지층 ","서울특별시 마포구 와우산로18길 10  (서교동,지층)","","배트맨노래방","2003-04-18 14:56:25","I","2018-10-11 15:46:28.0","","193180.321385618    ","449819.164271868    ","노래연습장업","유통관련업","0","","","0","0","0","근린생활시설","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFF3242051993000045","19931209","","03","폐업","03","폐업","20060918","","","","703-4612","","","서울특별시 마포구 염리동 8-31번지 지층 ","서울특별시 마포구 신촌로 190  (염리동,지층)","","유정노래연습장","2013-03-12 15:52:30","I","2018-10-11 15:46:28.0","","195214.283269789    ","450480.133815835    ","노래연습장업","유통관련업","0","","","164.82","0","0","","","","12","6","","","","Y","","","","","","","","","","","","","",""
